PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48
1.6496699183781287,-0.016590474917436298,-2.7591699253589965,0.6507891519095899,2.364925703213115,1.0002623783471807,2.2924198548537302,1.886641808363553,3.2011021336707857,-2.096288133505369,0.4657184717908377,-0.2045959326039067,-0.43724876668295076,-0.2089805119340805,0.005886440891222188,-0.1918309264189758,-1.0066027085291773,0.09677012045553478,0.40747465534874755,-1.0244474026808204,0.6219245339959771,-0.039999472848753416,0.3777049677130726,-0.4221398967875308,0.15532172384422951,0.03840957688403796,0.547338283790364,-0.899797765883649,0.22597824782646314,0.41263514581455735,0.5605101363748899,0.288374242359111,-0.2478266475488664,-0.23544382084595014,-0.09345498577748126,0.47226535851686935,-0.3499103955001301,0.4894748368243778,0.2580598152212189,-0.26125872506314013,-0.01035723253896932,-0.32564449871790113,-0.06346560185995459,-0.2448344271970453,-0.2670250537769733,-0.4670729996534091,0.058424213006705764,0.08412401968268522
-3.295684293096251,0.21980624072816862,-2.74746432111425,0.1487914864872413,-0.6854996254084034,-0.6578874623108564,1.2277044623116249,-1.2765542763666962,-0.14806353400976857,0.10369832108978323,-0.474476586333839,-0.06869470990849051,-0.8821960481874399,0.028048035163615148,-0.9791434458738278,1.2146650945736388,0.5994365115578694,-0.11418164019521708,-0.04242059755653157,0.20468238481388482,-1.1907715278875726,0.21731129510715552,-0.6497657589565198,0.666011999225892,0.20956355268513124,-2.554308203606542,1.3045407807899225,-0.20717961403164314,-0.7380141365548418,-0.21793781310479235,0.2523839127057014,0.06051041226149001,-0.052402945543610226,1.050737675313464,0.1482747772037911,-0.7009487777623921,0.11768841870862021,-0.18071861937387548,-0.27340910134331214,-0.047027997618828754,-0.8123847956653006,0.5248886269710099,0.35953507237245,-0.27461076736510387,-0.0272819871128217,-0.19503782510438042,-0.08876610870688885,-0.1550551854387316
-2.0653237332897936,-0.2590225275913349,-3.0557596995130094,-0.12245414405010609,-0.31277076640953805,-0.40846108393592356,1.4017125433347248,-1.2033396255960012,0.6372420187770773,0.7603021624546656,-0.8622922443966814,-0.23501806411627083,-0.2764481161654334,0.04272514557229647,-0.3592498055360291,-0.4860281123501823,-0.2426424295099711,0.26172665281063584,0.3845094370315951,0.28664797394437036,-0.03555515798997389,-0.2905524933558501,0.06003452326193009,0.770347615708978,-0.08893041768177815,-0.0352241698667941,-0.06092515990588028,0.095162921270236,0.016509209220601225,-0.14247483422579654,0.10872698648483321,0.3148169623557379,0.4683827955668063,0.1602123300649253,0.18558080422265905,-0.7758527499174329,0.2986620237164581,-0.43958078001735196,0.20166690296972456,-0.5751735073718045,0.4940623510566929,0.08980653910932632,-0.38525875762592904,-0.26590149074663155,0.30570294744491483,0.06280973358540846,0.007285600114524104,-0.4814722260623659
0.1448732499683028,0.8188969890162433,-0.18334656832063956,-1.0751783958698882,1.0810626412632036,-0.3267212865652311,-0.8668092810126037,0.25606928740504337,-1.70064792314848,0.6418282965530783,-1.0084195496943296,1.9344323639748606,-1.2730701810517078,-0.9292521038195704,0.23643724228635393,-0.04373593376431012,-0.1950922038288049,-0.157940882024349,-0.31961493694598037,-0.8073036346865013,0.21663102977259283,0.5222815977818,-0.08706797481656735,-0.8864892176564374,0.19471286780072902,-0.2824556047564139,-1.3786300387941177,0.29496576969999644,0.09292310943055027,-0.18255492751257413,0.19544714419097473,0.5157081511915074,0.2812358077403647,-0.45877943793106607,0.421275214271499,0.5873201588130285,0.004993310690090242,-1.1868068793966016,0.2923351183548342,0.03301593586064814,0.059541237174486325,0.18230144850647725,-0.5404831153463934,-0.24963025614025924,-0.2605465470334352,0.28076034963965546,0.08893269341247195,0.40366070195365067
-1.9543395072136587,5.686381799327916,1.7482848406490852,1.1987611402066887,0.02874413751258383,-4.012414996614961,2.369773489627117,2.965451924520393,-4.514772882151066,1.0729120390283864,0.12288433672055124,-0.05145390523548594,-1.0140651273006962,-0.2910902460114707,-0.23269375283707117,1.3037258839063914,0.6663327719251851,0.04347095258576857,0.23526603544908567,-0.8869699443401848,-2.1666321802420088,0.2418622016314555,-0.38700469052361713,0.0883577444207838,0.1967949733168568,-2.4141592923383906,-0.03410837230102302,0.21365281876918282,-0.6958133410150201,1.3933450401230394,-0.13322722693124783,1.2800309439212394,-0.3547965216267499,1.0004782541724733,-0.5753791227850475,1.9787182877995453,-1.161364925646503,0.3327105882330033,-0.398880868532623,0.5456249857029565,-1.0736937491900014,0.7287208846503875,-0.13111935344008785,-0.10506251388041608,-0.3786309512894536,-0.03581781310815176,0.2817842181127494,-0.6398630952489192
-5.032673542081377,-1.6625191331618077,-0.7204670785937111,-1.0705446047863927,-0.194012339978548,-0.018409693484968265,1.0143724757052284,-1.2312570763367428,-0.8936107680028109,-1.0155596636010442,-0.5740416871753763,-0.8278975329340206,1.9131473737350602,-0.7234737447758308,-1.371269475036561,-0.3920637821011205,0.5348259586135026,0.2296028960411084,0.06926224085183048,0.8994588182909706,1.018378046380841,-0.18569908179443725,0.2736265896061213,-0.6084589862486178,0.0016799557890324734,-0.6818814609018431,-1.2099783377232833,0.38953846010087817,-0.5500536902156425,-0.7411769211167023,-1.519509416994774,0.043960756451659345,-0.18796771823727845,-0.711972643642793,1.6864582567883266,1.0246098807546027,0.5667410547812908,0.3743565936063014,-0.16847871110274631,-0.19694474173421378,-0.7311438732405913,0.5123217892530949,0.508602750635312,-0.2574939907299458,0.3453681996609835,-0.5437910123000046,0.25013750879968133,-0.3244130476189556
0.02651008212579198,4.504300187910317,-0.9584062430335594,0.3184039510181079,-6.3295804732893695,3.28085717799595,0.2866356400129724,1.1347910765876141,0.7080893759087638,-0.029937936954440136,-0.07931200056872148,0.6994451181994149,-0.04471834221149098,0.20468306526381624,0.4914065122660516,0.29466172969426746,-0.28916538854342216,-0.319635323260298,0.21527245517588497,1.416987546459202,-0.42701129811206867,0.7948439829709506,0.15076602837336245,-0.6443193980395139,0.3102942400013164,0.5099092339316114,-0.06894443079416712,-0.6990645116848835,-0.2994553253482444,-0.20066093074056746,0.41416115201405057,0.34822254233136474,-0.08300829770015186,0.4161841359103987,0.6094826642482984,-0.3083995761293705,-0.826196327291464,0.25894364361583067,-0.0809069112431972,0.14661858093543692,0.18624450818319252,0.07074124412196363,0.014221997839601888,-0.14780040700720776,-0.12927140854455713,0.06059804524120211,-0.32532792354821005,-0.08988134127895958
0.4336165708070231,3.7313177012919145,-0.3740373851119774,-0.835649585239135,-0.37490187892773835,-0.4921175891025655,-0.27859605653738356,-2.2696048987795385,-0.9087817889928126,-1.942997102656993,1.0031012876359446,-0.7327067755685691,0.49849358300740115,0.41286271281746895,1.5237851879465316,0.9321771123240339,0.47403735285081894,0.59273410711143,-0.826482999980638,0.8772204036848702,-0.4760402226547376,-1.060314942292432,-0.2478091153005562,-1.4716078899489378,2.387726121086194,0.4643005842785818,1.2718056247377238,0.01770458040355081,-0.26672263456515966,0.19546633063872265,0.08383809705085456,0.11319087922400968,0.019758953305029654,-0.1446509777848457,-0.2609055794229911,-0.09911722445299426,-0.5200958850247058,-0.4204996590594938,-0.4563693022452228,0.6371917012334519,0.46320451887992564,-0.108306111086062,-0.04475721033916931,0.23697096950143615,-0.3162931970680959,0.2475245950850895,-0.2793936536774205,-0.07741841525645746
11.257008705295496,-0.7487216697057645,-1.964125213022305,-0.8701142744744688,2.428841694760471,1.656274509356877,-1.5867650922422,1.2199211655074147,2.613856647329351,0.9139240792282054,-1.4594903853881727,-0.4584176222490578,0.841268922518892,2.1261726511096777,-0.4720633960011684,-0.651898355955835,0.46977765671768523,-0.8487419024021198,1.578223824284857,0.10291336787347212,-0.37657264671082025,-1.1362166798206808,-0.6711372865482749,0.5668114343411772,0.6715896919674275,-0.5892414467668782,0.4522929760102522,0.2280168884745651,-0.18722813252126416,0.48544382063817837,-0.6843479141315898,0.0245801810114684,0.21610041498394714,-0.1960221964237145,-0.7298732335696276,0.15678897672028722,-0.023255887335531716,0.08090914332937374,0.522388996572135,-0.22869313967661936,0.8037216780623597,0.11160504090988205,0.050374223016010265,-0.3692954128055529,0.09465328281390072,-0.15543273703219454,0.35159546182291534,0.2639018708207263
-0.8314596565218508,-0.717465036103225,-3.778000423246962,-1.056485603466216,-0.028348674566789394,0.17959858434106524,1.9427827880203863,-0.8236403760028125,1.1888433774461669,1.5319296541323622,-0.4656544776864853,-1.0801044369807844,0.34007214890588633,0.23112912969507543,-0.7631473958631744,-1.2752668039871706,0.003092210041677497,-0.3461705877587725,0.43474569608524644,0.812905039552346,-0.1537970781466351,-0.2806244601809732,-0.3191742262776828,0.3096258302515551,0.5912894936908577,0.04576521840709268,-0.08263733037782614,-0.6995846226797017,0.20080401791594157,0.011307701732585615,0.3241284135242745,0.5912991875764632,0.17861802673465793,0.5073302451805813,-0.0979131555467606,-1.1124837698519947,-0.4000963724339969,0.05509721160509148,-0.2050521409859875,0.0470024990712716,0.34040963438604877,0.47068157069897226,-0.18940968236254818,-0.09315585411203284,0.2784565170458427,-0.22392834031784115,0.456158712037274,-0.12695081737764413
